rid,respondent_age,respondent_gender,respondent_hhi,respondent_race,respondent_hispanic,respondent_education,respondent_region,version,number,trait,shared_family,shared_friend,shared_acquaintance,shared_disliked,top3,top1,variable,category,age,gender,sexuality,"race, ethnicity, nationality",education,religion,family role,occupation,demographics,political views,hobbies and interests,physical body,"personality, behaviors, traits",ambiguous,none,other,none of the above
64af47f4-28e6-fea8-ff62-d870eef4fc50,20-29,Female,"$100,000 to $149,999",White,No,Master's or professional degree,Northeast,coworker,2,Best ,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47f4-28e6-fea8-ff62-d870eef4fc50,20-29,Female,"$100,000 to $149,999",White,No,Master's or professional degree,Northeast,coworker,3,Good ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47f6-4ba4-18db-6d4b-2395820dca81,60-69,Female,"Up to $49,999",White,No,Master's or professional degree,West,friend,5,Friendly and outgoing personality ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47f9-f7eb-daee-8857-07a893754860,50-59,Female,"Up to $49,999",White,No,High school graduate,South,coworker,1,Good work ethics,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47f9-f7eb-daee-8857-07a893754860,50-59,Female,"Up to $49,999",White,No,High school graduate,South,coworker,2,Not a gossip,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47f9-f7eb-daee-8857-07a893754860,50-59,Female,"Up to $49,999",White,No,High school graduate,South,coworker,3,Team player,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,1,Intelligence,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,10,Sense of Humor,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,2,Honesty,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,3,Morality,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,4,Charisma,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,5,Patience,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,6,Trustworthy,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,7,Organized,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,8,Leader,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,20-29,Female,"Up to $49,999",Black or African American,No,Doctorate degree,South,specific,9,Respectful,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,50-59,Female,"$150,000 to $199,999",White,No,Associate's degree,South,neighbor,10,Quiet,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,50-59,Female,"$150,000 to $199,999",White,No,Associate's degree,South,neighbor,9,Fun,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,70-79,Male,"Up to $49,999",White,No,Completed some college but no degree,South,general,1,dependable,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,70-79,Male,"Up to $49,999",White,No,Completed some college but no degree,South,general,2,hardworking,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,70-79,Male,"Up to $49,999",White,No,Completed some college but no degree,South,general,3,honest,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,70-79,Male,"Up to $49,999",White,No,Completed some college but no degree,South,general,4,sincere,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,1,Kindness ,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,10,Curious,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,2,Integrity ,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,3,Smart,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,4,Compassionate,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,5,Empathic,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,6,Self aware,0,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,7,Hygienic,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,8,Humorous ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,40-49,Female,"Up to $49,999",White,No,Associate's degree,Northeast,specific,9,Inclusive,0,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,30-39,Male,"Up to $49,999",White,No,High school graduate,South,neighbor,1,Nice,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,30-39,Male,"Up to $49,999",White,No,High school graduate,South,neighbor,2,Friendly,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,30-39,Male,"Up to $49,999",White,No,High school graduate,South,neighbor,3,Caring,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,30-39,Male,"Up to $49,999",White,No,High school graduate,South,neighbor,4,Law-abiding,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-b30b-1386-35db-53f82f3c5272,80-89,Male,"$50,000 to $99,999",White,No,Doctorate degree,West,neighbor,1,quiet,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-b30b-1386-35db-53f82f3c5272,80-89,Male,"$50,000 to $99,999",White,No,Doctorate degree,West,neighbor,2,friendly,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af481a-b30b-1386-35db-53f82f3c5272,80-89,Male,"$50,000 to $99,999",White,No,Doctorate degree,West,neighbor,3,responsible,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4823-6964-dd22-230c-838abd142e99,50-59,Female,"$50,000 to $99,999",Black or African American,No,Associate's degree,South,specific,1,Empathetic ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4823-6964-dd22-230c-838abd142e99,50-59,Female,"$50,000 to $99,999",Black or African American,No,Associate's degree,South,specific,2,Workaholic ,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4823-6964-dd22-230c-838abd142e99,50-59,Female,"$50,000 to $99,999",Black or African American,No,Associate's degree,South,specific,3,Honest ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4823-6964-dd22-230c-838abd142e99,50-59,Female,"$50,000 to $99,999",Black or African American,No,Associate's degree,South,specific,8,Loyal,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,30-39,Female,"Up to $49,999",White,No,High school graduate,South,friend,1,Honestly ,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,30-39,Female,"Up to $49,999",White,No,High school graduate,South,friend,2,Kindness ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,30-39,Female,"Up to $49,999",White,No,High school graduate,South,friend,3,Helpful ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,30-39,Female,"Up to $49,999",White,No,High school graduate,South,friend,4,Loyal ,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,1,Sense of humor ,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,2,Intelligence,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,3,Agreeableness ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,5,Ambition,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,6,Dedication to health,0,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,8,Conversationalist ,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,30-39,Female,"$50,000 to $99,999",White,No,Bachelor's degree,South,specific,9,Cat person,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,30-39,Female,Prefer not to answer,White,No,Associate's degree,Midwest,general,3,Introvert,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,30-39,Female,Prefer not to answer,White,No,Associate's degree,Midwest,general,4,Enthusiast,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,30-39,Female,Prefer not to answer,White,No,Associate's degree,Midwest,general,5,Excited,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,30-39,Female,Prefer not to answer,White,No,Associate's degree,Midwest,general,7,Anxious,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,30-39,Female,Prefer not to answer,White,No,Associate's degree,Midwest,general,8,Sad,0,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,1,Patience,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,10,Inspire others in various activities in their life,0,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,2,Empathetic ,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,3,Smart ,1,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,4,Knowledgeable ,1,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,5,Kind,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,6,Witty,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,7,Actively participating in all indoor and outdoor activities ,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,30-39,Female,"$100,000 to $149,999",Asian,No,Master's or professional degree,Midwest,specific,9,Resilient ,1,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,60-69,Female,"$50,000 to $99,999",White,No,Bachelor's degree,Midwest,friend,1,Friendly ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,60-69,Female,"$50,000 to $99,999",White,No,Bachelor's degree,Midwest,friend,2,good sense of humor,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,60-69,Female,"$50,000 to $99,999",White,No,Bachelor's degree,Midwest,friend,3,fun,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,60-69,Female,"$50,000 to $99,999",White,No,Bachelor's degree,Midwest,friend,4,kind,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,60-69,Female,"$50,000 to $99,999",White,No,Bachelor's degree,Midwest,friend,5,inteligent,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,40-49,Female,"Up to $49,999",White,No,Completed some college but no degree,Northeast,coworker,1,Capable,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,40-49,Female,"Up to $49,999",White,No,Completed some college but no degree,Northeast,coworker,2,Kind,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,40-49,Female,"Up to $49,999",White,No,Completed some college but no degree,Northeast,coworker,3,Helpful,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,40-49,Female,"Up to $49,999",White,No,Completed some college but no degree,Northeast,coworker,4,Smart,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,40-49,Female,"Up to $49,999",White,No,Completed some college but no degree,Northeast,coworker,5,Motivated,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4833-c62b-b52a-678b-ae9d7c5216c4,30-39,Male,"Up to $49,999",White,No,High school graduate,Midwest,neighbor,1,Criminal background ,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4839-121f-7653-a558-26c1978168e8,50-59,Female,"Up to $49,999",White,No,High school graduate,South,neighbor,1,Nice ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4839-121f-7653-a558-26c1978168e8,50-59,Female,"Up to $49,999",White,No,High school graduate,South,neighbor,2,Careful,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,<20,Female,Prefer not to answer,White,No,High school graduate,South,friend,1,kind,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,<20,Female,Prefer not to answer,White,No,High school graduate,South,friend,2,loving,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,<20,Female,Prefer not to answer,White,No,High school graduate,South,friend,3,funny,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,<20,Female,Prefer not to answer,White,No,High school graduate,South,friend,4,forgiving,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-7db2-3ed8-ab14-e7ef2557e318,20-29,Female,Prefer not to answer,White,No,High school graduate,South,general,1,honesty,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-7db2-3ed8-ab14-e7ef2557e318,20-29,Female,Prefer not to answer,White,No,High school graduate,South,general,3,mentally stable,0,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,1,Hardworking ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,2,Honest,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,3,Reliable ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,4,Understanding ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,5,Dependable ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,6,Caring ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,7,Competitive ,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,40-49,Male,"Up to $49,999",Black or African American,No,Bachelor's degree,Midwest,specific,8,Self-conscious ,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,20-29,Female,"$200,000 to $249,999",White,No,Master's or professional degree,South,coworker,1,Honesty,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,20-29,Female,"$200,000 to $249,999",White,No,Master's or professional degree,South,coworker,2,Hardworking,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,20-29,Female,"$200,000 to $249,999",White,No,Master's or professional degree,South,coworker,3,Patient,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
