rid,treatment,number,trait,age,gender,sexuality,"race, ethnicity, nationality",education,religion,family role,occupation,political views,hobbies and interests,physical body,"personality, behaviors, traits",ambiguous,none,other
64af4880-e170-b88a-887c-b8ca98798967,general,trait7,Compassionate ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5f31-c372-0008-009b-728a71afe522,general,trait3,Compassionate ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait5,compatible,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4b16-bb7a-ceda-7d5f-03086a7c5c1f,friend,trait2,Compatible schedules/availability ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af47c8-3d84-1f92-5d79-7317f7db239a,coworker,trait2,competence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4794-0621-3036-464a-64588d30e10d,coworker,trait9,competent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait3,Competitive ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,specific,trait7,Competitive ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait10,competitive ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait8,complainer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait6,Concern,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait4,Confidence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait3,Confidence ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait4,Confident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait4,confident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait10,confident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait4,Confident ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait7,Conservative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait8,Conservative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64af5ea4-08f4-2c0b-de7a-c27c16e9c4ec,neighbor,trait2,Conservative behavior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait9,considerate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait4,Considerate ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait6,Considerate ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4780-304a-a72b-c347-08145c14aa0d,general,trait10,Considering ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d92-7309-83d7-78a1-fe90ca4a3c4e,coworker,trait3,Consistent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait9,Constantly growing ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,specific,trait8,Conversationalist ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d8a-2659-bad9-3234-72a26df5ba9c,neighbor,trait2,conversations,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait4,cooking,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait4,cool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait2,Cool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait6,Cool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,friend,trait9,cool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e05-15aa-ab38-71a3-027a1fb7268b,general,trait4,cool,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4792-e438-df90-c5d1-34f8a413a859,neighbor,trait1,couple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait4,Courteous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait5,Craftsman ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait3,Crazy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait1,creative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4859-0cef-fce3-77ec-a74be68b9944,general,trait9,Creative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait7,Creative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5f31-c372-0008-009b-728a71afe522,general,trait1,Creative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait5,creative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7de2-33f4-8900-080f-d8d5ff21f178,coworker,trait1,Creative ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait7,Creative ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait2,Creative ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4833-c62b-b52a-678b-ae9d7c5216c4,neighbor,trait1,Criminal background ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait2,Criminal record ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af69a1-2993-0bec-8a7d-8750602e8fd5,neighbor,trait1,Criminal record ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait6,Critical Thinking,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait6,Cuddly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait6,Culture,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait10,Curious,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait7,Curious,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait6,Curious,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait9,Curious ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait7,Curious ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait9,Curious ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait4,Cute,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait5,Cute,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait4,cute,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait4,cute,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait7,cute,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af7385-038d-4139-479f-aefed21d11c4,general,trait1,Dancing ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait2,Daughter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait7,Decent husband,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait4,Decorative ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait5,Dedicated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait1,Dedicated ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6a40-a465-e0c4-ad12-e3649865c889,coworker,trait1,Dedicated to doing the best job they can ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4828-5056-4ef9-950f-c4263a288a74,specific,trait6,Dedication to health,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,coworker,trait1,Dependable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dc5-e019-18de-cf30-bb140643d009,friend,trait2,Dependable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait10,Dependable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait3,Dependable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,general,trait1,dependable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4794-0621-3036-464a-64588d30e10d,coworker,trait7,dependable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7de2-33f4-8900-080f-d8d5ff21f178,coworker,trait2,Dependable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ce4-90a9-1a0e-cd0a-09a2f6bb2d29,friend,trait2,Dependable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,specific,trait5,Dependable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4859-0cef-fce3-77ec-a74be68b9944,general,trait7,Dependable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait9,Dependent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait4,depressed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait9,Depressed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait6,Depressed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bb7-138c-25aa-ad1c-22d04c36cf57,coworker,trait2,Detailed ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait4,Determined ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait6,diabetic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait7,Different ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait3,Dignity,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5f31-c372-0008-009b-728a71afe522,general,trait8,Diligent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait6,Dimples,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait9,disability advocate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait7,disabled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait3,Disabled ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait2,Do they believe in Jesus ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait4,Do they care for others ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait6,Do they have children ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait1,Do they have children?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af49f3-801e-4d71-de06-cdb7a4edf99f,neighbor,trait3,Do they have kids,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait6,Do they love pets.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait5,Do they party all the time?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-801e-4d71-de06-cdb7a4edf99f,neighbor,trait4,Do they smoke/use recreational drugs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait3,Do they work?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait6,does the person smoke or drink,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4794-0621-3036-464a-64588d30e10d,coworker,trait5,doesnt backbite,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4794-0621-3036-464a-64588d30e10d,coworker,trait6,doesnt complain,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe6a3-aa8c-22fb-0369-29038f03de0f,general,trait4,Dog,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait10,Dog dad ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait5,Don't know ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait8,Don'tknow,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait9,dont know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait2,Door,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait3,Doorbell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait4,Down to earth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait4,Dreamer ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47d9-f7f6-d1e3-43e3-8afcfab95087,coworker,trait3,Ease,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait3,Easy to get along with ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait6,Easygoing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait6,Easygoing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait2,Eclectic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait10,educated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af4859-0cef-fce3-77ec-a74be68b9944,general,trait3,Educated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait10,Educated ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait5,education,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af654f-2bfa-7795-6da7-b2be8593d728,neighbor,trait4,education,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af4769-80af-abe8-653f-012b04409368,specific,trait5,Education,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait7,education,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64afe365-56e9-44a5-ea0b-98eb1b50875d,neighbor,trait4,education level,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af674b-3fd3-3039-10ee-b1c4c72ddae0,friend,trait5,Educational background or major,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait4,efficient,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait6,Efficient ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5eec-2e74-d863-3989-96a1d37385ec,friend,trait4,emapathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait9,Emotional,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af696c-86ba-0996-dc27-9b4360bc4461,coworker,trait1,Empathetic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait3,empathetic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5f31-c372-0008-009b-728a71afe522,general,trait4,Empathetic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait2,Empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait6,empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait3,Empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4823-6964-dd22-230c-838abd142e99,specific,trait1,Empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait5,Empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait6,empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait2,Empathetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait5,Empathic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6df1-2fac-a26e-323b-c74ab6ec9476,coworker,trait4,Empathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait2,Empathy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait7,Empathy ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4880-e170-b88a-887c-b8ca98798967,general,trait1,Emphatic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait3,Employed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait7,employment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait9,Encouragement,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait4,Energetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait10,Energetic ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af635c-a42a-87d7-d73c-fd9eb3ebac9c,general,trait2,Engineering,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af485b-72de-6d3f-42db-c272d348fdba,friend,trait1,Enjoy Baseball games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af485b-72de-6d3f-42db-c272d348fdba,friend,trait3,Enjoy bowling,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af485b-72de-6d3f-42db-c272d348fdba,friend,trait2,Enjoy Football games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47c7-7964-6b54-a89f-4501d75410af,friend,trait7,enjoys yoga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait10,Enough ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait2,entertaining,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait4,Enthusiast,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4859-0cef-fce3-77ec-a74be68b9944,general,trait5,Entrepreneurial ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait3,ethical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe667-ae7b-fdd3-dc3f-f7b8b5434a4b,coworker,trait1,ethics,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait3,ethics,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4769-80af-abe8-653f-012b04409368,specific,trait4,Ethnicity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait9,Evil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47d5-6512-954b-ed87-365fb6977bc6,neighbor,trait2,Ex cons,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait9,Excited,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait5,Excited,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait6,exciting,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6188-c51a-86a9-0eb4-35d866c2833e,coworker,trait3,Experience ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4859-0cef-fce3-77ec-a74be68b9944,general,trait6,Experienced ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait5,Fair,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af674b-3fd3-3039-10ee-b1c4c72ddae0,friend,trait1,Faith,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait3,faithful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait4,Faithful ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4792-e438-df90-c5d1-34f8a413a859,neighbor,trait2,family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait8,Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait4,Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait3,Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait5,family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait1,Family ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af624a-6d51-e8b9-fa17-147338f28514,general,trait6,Family ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4797-6a54-04b7-2231-e1601df0f20c,general,trait4,Family ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af674b-3fd3-3039-10ee-b1c4c72ddae0,friend,trait6,Family closeness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait2,Family oriented,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait8,family oriented,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4740-c673-062a-7f23-dce5d2723c30,general,trait4,FAMILY ORIENTED,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4880-e170-b88a-887c-b8ca98798967,general,trait8,Family oriented ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait3,fast,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait2,Fat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait9,Father,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,specific,trait10,Father ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64afd556-f2d8-6f04-7066-80a56d03d015,coworker,trait4,Fear of missing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait2,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait6,female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait5,Fit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4794-0621-3036-464a-64588d30e10d,coworker,trait3,focused,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd556-f2d8-6f04-7066-80a56d03d015,coworker,trait3,FOMO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af624a-6d51-e8b9-fa17-147338f28514,general,trait9,Food,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
